road_km_per_km2,lamps_per_road_km,venue_density,transit_density,police_density,city,street_crime_rate,population_lakhs,assault_share,kidnap_share,pop_density_lakh_per_km2
9.42103128924591,0.0140779830966745,5.959468424663192,0.0972613541117138,0.0442097064144153,Meerut,21.791044776119403,6.7,0.1409168081494057,0.0475382003395585,0.0592410065953166
10.805960891054504,0.0,0.1414710605261292,0.0442097064144153,0.008841941282883,Asansol,20.666666666666668,6.0,0.0302158273381294,0.1237410071942446,0.0530516476972984
8.280892761626808,0.0,12.299140324490356,1.2290298383207474,0.1149452366774799,Kozhikode,19.62264150943396,10.6,0.1945773524720893,0.0255183413078149,0.0937245775985606
17.004787979685794,0.0,0.9284038347027228,0.0795774715459476,0.0353677651315323,Jamshedpur,19.375,6.4,0.1090225563909774,0.18796992481203,0.0565884242104516
20.49348189080527,0.0,0.477464829275686,0.1591549430918953,0.0353677651315323,Rajkot,18.484848484848484,6.6,0.0892388451443569,0.1496062992125984,0.0583568124670282
11.51165304377088,0.0,1.2290298383207474,0.0707355302630646,0.008841941282883,Dhanbad,18.392857142857142,5.6,0.1357615894039735,0.0629139072847682,0.0495148711841452
7.90575074818327,0.0167762839315069,4.067292990126214,0.2033646495063107,0.0,Malappuram,16.741573033707866,8.9,0.2536585365853658,0.0073170731707317,0.0786932774176593
9.671156520115556,0.0,6.056729778774906,1.0345071300973196,0.0353677651315323,Kannur,16.29213483146067,8.9,0.2404494382022471,0.0044943820224719,0.0786932774176593
23.55525278382554,0.0157655507792337,2.6967920912793377,0.9726135411171382,0.0707355302630646,Ahmedabad,14.033333333333331,30.0,0.1029411764705882,0.1242647058823529,0.2652582384864922
26.445298394190186,0.0,1.4942880768072395,0.2741001797693753,0.0265258238486492,Surat,13.65482233502538,19.7,0.0563866513233601,0.1956271576524741,0.1741862432727965
25.64752012939589,0.0,1.343975074998227,0.0795774715459476,0.008841941282883,Vadodara,10.0,8.7,0.07,0.11,0.0769248891610827
20.001340313328328,0.0,8.673944398508295,3.0327858600288944,0.2033646495063107,Kolkata,9.705449189985272,67.9,0.1380297823596792,0.1030927835051546,0.6003678131077608
18.407262271088342,0.0201747293221531,4.014241342428916,0.8134585980252429,0.0530516476972984,Madurai,8.904109589041097,7.3,0.1692307692307692,0.023076923076923,0.0645461713650464
18.10672653712096,0.0361359439317729,23.386934693225733,3.209624685686556,0.1679968843747784,Chennai,4.872389791183294,43.1,0.2228187919463087,0.0040268456375838,0.3810876692922605
14.99619154943827,0.018867598491222,3.8727702819027865,0.7073553026306459,0.0972613541117138,Tiruchirapalli,3.5294117647058827,5.1,0.1260504201680672,0.0084033613445378,0.0450939005427036
21.00543632619992,0.0025256151252201,7.338811264792952,1.414710605261292,0.1591549430918953,Coimbatore,2.8037383177570097,10.7,0.0942622950819672,0.0040983606557377,0.0946087717268489
